Event No.	Time	X	Y	Z	Arr Time 1	Arr Time 2	Arr Time 3	Arr Time 4
1	46.184	0.000	0.000	0.000	144.0	48.1	298.7	56.2
2	56.435	0.000	0.000	0.000	123.7	36.8	286.5	44.2
3	62.132	0.000	0.000	0.000	160.5	47.2	184.2	55.7
4	80.578	0.000	0.000	0.000	132.2	47.1	296.4	54.4
5	94.506	0.000	0.000	0.000	119.0	38.2	219.2	44.7
6	99.106	0.000	0.000	0.000	111.0	32.1	211.7	38.2
7	103.473	0.000	0.000	0.000	117.6	34.1	375.3	41.2
8	107.561	0.000	0.000	0.000	121.1	36.9	285.7	44.1
9	112.449	0.000	0.000	0.000	121.8	36.8	378.1	44.1
10	117.538	0.000	0.000	0.000	115.7	34.3	215.4	41.0
11	123.514	0.000	0.000	0.000	119.7	37.1	218.9	44.0
12	129.252	0.000	0.000	0.000	116.0	34.3	215.6	41.0
13	135.356	0.000	0.000	0.000	113.8	31.7	213.1	38.6
14	142.961	0.000	0.000	0.000	132.4	47.1	296.3	54.4
15	155.006	0.000	0.000	0.000	131.7	47.2	388.3	54.4
16	159.577	0.000	0.000	0.000	116.8	34.2	216.2	41.1
17	164.110	0.000	0.000	0.000	234.7	46.8	389.4	54.4
18	164.115	0.000	0.000	0.000	152.0	19.0	266.3	29.8
19	171.119	0.000	0.000	0.000	131.6	47.2	388.1	54.3
20	175.890	0.000	0.000	0.000	130.8	47.3	388.3	54.3
21	180.539	0.000	0.000	0.000	131.3	47.9	389.4	54.9
22	194.670	0.000	0.000	0.000	130.8	48.1	229.8	55.0
23	199.041	0.000	0.000	0.000	129.1	48.1	228.8	54.7
24	204.449	0.000	0.000	0.000	119.9	39.1	220.1	45.6
25	215.948	0.000	0.000	0.000	136.1	46.8	296.8	54.5
26	228.540	0.000	0.000	0.000	306.4	31.7	374.4	38.5
27	233.888	0.000	0.000	0.000	113.1	31.8	212.9	38.5
28	238.982	0.000	0.000	0.000	130.7	47.1	229.9	54.2
29	251.251	0.000	0.000	0.000	143.5	47.5	189.2	55.6
30	258.484	0.000	0.000	0.000	112.3	31.8	213.6	38.3
31	262.618	0.000	0.000	0.000	113.5	31.7	213.2	38.5
32	267.614	0.000	0.000	0.000	113.8	31.8	213.6	38.6
33	272.655	0.000	0.000	0.000	133.6	47.0	296.8	54.5
34	279.637	0.000	0.000	0.000	117.7	34.1	375.3	41.2
35	286.372	0.000	0.000	0.000	135.9	46.5	296.7	54.3
36	293.453	0.000	0.000	0.000	110.4	32.2	209.9	38.2
37	300.490	0.000	0.000	0.000	128.7	48.2	229.0	54.6
38	305.227	0.000	0.000	0.000	110.0	83.7	210.6	38.4
39	312.049	0.000	0.000	0.000	117.2	34.0	375.0	41.0
40	324.296	0.000	0.000	0.000	117.0	31.4	281.1	38.8
41	328.786	0.000	0.000	0.000	119.2	34.0	283.6	41.3
42	334.567	0.000	0.000	0.000	117.3	33.7	282.0	40.8
43	338.862	0.000	0.000	0.000	115.9	34.3	215.9	41.1
44	343.516	0.000	0.000	0.000	121.0	36.9	378.2	44.1
45	348.860	0.000	0.000	0.000	116.7	34.0	215.9	40.9
46	354.541	0.000	0.000	0.000	116.2	34.2	216.2	41.0
47	364.367	0.000	0.000	0.000	128.8	47.3	228.8	54.0
48	368.984	0.000	0.000	0.000	114.5	34.0	215.2	40.4
49	374.338	0.000	0.000	0.000	130.9	48.7	390.5	55.5
50	378.883	0.000	0.000	0.000	133.1	47.9	389.2	55.1
