Event No.	Time	X	Y	Z	Arr Time 1	Arr Time 2	Arr Time 3	Arr Time 4
1	19.326	0.000	0.000	0.000	79.7	26.8	120.1	28.5
2	25.353	0.000	0.000	0.000	77.1	24.4	118.5	26.2
3	31.850	0.000	0.000	0.000	365.6	330.8	350.7	387.1
4	36.844	0.000	0.000	0.000	79.6	27.2	120.2	53.6
5	41.566	0.000	0.000	0.000	79.6	27.4	399.5	53.7
6	46.346	0.000	0.000	0.000	79.5	27.4	305.4	53.7
7	51.995	0.000	0.000	0.000	79.2	26.7	120.3	28.1
8	57.888	0.000	0.000	0.000	79.6	26.8	120.3	52.8
9	63.372	0.000	0.000	0.000	79.6	26.9	120.3	52.9
10	227.125	0.000	0.000	0.000	77.5	24.1	119.4	26.3
11	240.710	0.000	0.000	0.000	79.7	26.9	121.1	28.2
12	246.143	0.000	0.000	0.000	79.9	26.9	120.9	52.8
13	250.855	0.000	0.000	0.000	79.7	27.1	121.0	28.2
14	256.003	0.000	0.000	0.000	80.3	27.9	120.9	54.4
15	263.153	0.000	0.000	0.000	79.8	27.0	121.2	52.8
16	267.414	0.000	0.000	0.000	79.7	26.9	121.0	52.9
17	271.824	0.000	0.000	0.000	80.0	27.4	168.6	53.8
18	277.412	0.000	0.000	0.000	80.3	27.7	122.2	28.6
19	282.289	0.000	0.000	0.000	79.8	27.0	121.3	53.2
20	293.236	0.000	0.000	0.000	79.5	26.7	167.9	53.1
21	312.277	0.000	0.000	0.000	77.5	24.2	120.2	26.2
22	316.996	0.000	0.000	0.000	79.9	26.8	121.3	28.2
23	321.185	0.000	0.000	0.000	79.8	26.7	346.0	52.2
24	325.361	0.000	0.000	0.000	77.7	24.3	119.9	26.3
25	329.822	0.000	0.000	0.000	77.8	24.6	397.9	50.2
26	336.316	0.000	0.000	0.000	80.2	27.3	121.5	52.9
27	340.826	0.000	0.000	0.000	80.0	27.5	168.7	53.5
28	345.251	0.000	0.000	0.000	80.5	27.7	169.5	53.5
29	357.624	0.000	0.000	0.000	80.2	28.3	120.8	54.6
30	364.278	0.000	0.000	0.000	80.3	27.6	121.5	53.8
31	368.960	0.000	0.000	0.000	80.5	28.3	168.7	55.1
32	374.319	0.000	0.000	0.000	80.5	27.6	169.2	53.7
33	379.007	0.000	0.000	0.000	80.1	28.1	120.6	54.4
34	383.574	0.000	0.000	0.000	80.5	28.2	169.0	54.8
35	387.688	0.000	0.000	0.000	80.0	27.5	121.5	53.6
36	391.827	0.000	0.000	0.000	153.2	48.7	177.4	67.4
37	397.913	0.000	0.000	0.000	80.2	28.0	168.2	54.3
38	403.416	0.000	0.000	0.000	80.1	27.6	121.0	52.8
39	413.598	0.000	0.000	0.000	80.4	28.0	169.2	54.5
40	428.087	0.000	0.000	0.000	80.3	27.8	169.1	54.3
41	433.540	0.000	0.000	0.000	79.8	27.8	120.6	53.8
42	438.967	0.000	0.000	0.000	80.1	27.3	121.8	53.6
43	443.232	0.000	0.000	0.000	79.9	28.1	120.7	54.0
44	448.411	0.000	0.000	0.000	80.5	28.0	168.7	54.6
45	453.595	0.000	0.000	0.000	80.7	28.4	168.7	55.2
46	459.775	0.000	0.000	0.000	80.5	27.8	169.2	54.5
47	476.815	0.000	0.000	0.000	80.4	28.0	169.0	53.8
48	481.525	0.000	0.000	0.000	80.4	27.7	122.0	54.0
49	491.541	0.000	0.000	0.000	80.3	27.8	121.8	54.0
50	497.300	0.000	0.000	0.000	80.7	29.2	168.9	56.2
