Event No.	Time	X	Y	Z	Arr Time 1	Arr Time 2	Arr Time 3	Arr Time 4
1	0.083	0.000	0.000	0.000	215.1	277.7	91.0	297.9
2	6.128	0.000	0.000	0.000	351.8	250.1	390.6	406.9
3	14.955	0.000	0.000	0.000	76.2	28.2	173.3	405.6
4	31.337	0.000	0.000	0.000	76.3	26.2	170.0	407.9
5	38.468	0.000	0.000	0.000	75.9	364.4	396.4	405.9
6	46.836	0.000	0.000	0.000	76.1	26.9	171.3	408.0
7	55.969	0.000	0.000	0.000	75.8	25.4	169.0	407.8
8	65.798	0.000	0.000	0.000	82.7	33.8	179.1	60.1
9	76.430	0.000	0.000	0.000	74.6	28.0	119.9	53.9
10	83.580	0.000	0.000	0.000	76.8	26.5	171.3	408.0
11	91.558	0.000	0.000	0.000	77.1	26.0	169.9	407.8
12	99.289	0.000	0.000	0.000	83.3	32.3	176.5	58.2
13	107.398	0.000	0.000	0.000	75.7	25.6	167.9	407.5
14	113.188	0.000	0.000	0.000	78.0	25.6	255.3	405.9
15	118.760	0.000	0.000	0.000	76.5	26.0	170.0	407.9
16	123.333	0.000	0.000	0.000	76.9	26.9	171.8	408.0
17	128.295	0.000	0.000	0.000	76.1	27.0	171.6	408.1
18	133.166	0.000	0.000	0.000	77.1	27.3	172.4	324.4
19	137.976	0.000	0.000	0.000	76.8	26.5	171.1	407.9
20	143.668	0.000	0.000	0.000	77.9	28.2	290.2	27.1
21	285.871	0.000	0.000	0.000	74.5	25.7	359.5	407.2
22	293.398	0.000	0.000	0.000	77.2	27.1	169.0	407.2
23	309.682	0.000	0.000	0.000	83.0	34.6	176.1	63.8
24	316.106	0.000	0.000	0.000	75.8	28.4	173.1	408.4
25	322.516	0.000	0.000	0.000	381.8	28.0	368.2	408.0
26	329.394	0.000	0.000	0.000	75.1	27.9	172.4	408.8
27	335.600	0.000	0.000	0.000	382.3	345.2	368.0	407.5
28	345.706	0.000	0.000	0.000	76.6	26.6	364.8	407.3
29	351.433	0.000	0.000	0.000	74.7	26.5	170.4	408.1
30	356.853	0.000	0.000	0.000	76.0	27.8	172.7	408.1
31	363.006	0.000	0.000	0.000	76.5	27.8	251.8	407.1
32	369.498	0.000	0.000	0.000	75.9	26.1	169.5	407.9
33	375.132	0.000	0.000	0.000	76.0	27.4	172.2	408.0
34	380.523	0.000	0.000	0.000	75.2	25.7	169.2	409.4
35	479.735	0.000	0.000	0.000	82.5	286.8	179.8	335.1
36	485.482	0.000	0.000	0.000	82.3	33.4	178.2	33.9
37	491.377	0.000	0.000	0.000	76.0	124.7	367.5	408.3
38	497.564	0.000	0.000	0.000	75.4	24.6	168.0	407.9
39	505.252	0.000	0.000	0.000	75.8	29.1	179.8	219.5
40	512.074	0.000	0.000	0.000	75.6	27.4	171.9	408.1
41	527.755	0.000	0.000	0.000	76.2	26.6	168.3	407.5
42	540.197	0.000	0.000	0.000	268.8	218.6	310.0	240.7
43	547.675	0.000	0.000	0.000	384.8	348.6	367.1	409.5
44	555.018	0.000	0.000	0.000	81.7	31.8	175.1	56.4
45	562.998	0.000	0.000	0.000	81.8	33.7	299.4	58.9
46	572.361	0.000	0.000	0.000	76.9	173.5	213.8	225.5
47	580.950	0.000	0.000	0.000	225.7	172.8	316.0	404.1
48	589.085	0.000	0.000	0.000	338.7	280.6	392.9	405.9
49	595.691	0.000	0.000	0.000	312.2	249.4	361.6	407.3
50	607.435	0.000	0.000	0.000	75.6	24.4	166.1	407.6
