Event No.	Time	X	Y	Z	Arr Time 1	Arr Time 2	Arr Time 3	Arr Time 4
1	147.921	0.000	0.000	0.000	34.4	76.6	99.3	119.3
2	163.148	0.000	0.000	0.000	34.5	76.7	99.8	120.4
3	163.162	0.000	0.000	0.000	27.7	62.7	113.0	124.8
4	193.172	0.000	0.000	0.000	34.1	76.2	98.7	118.4
5	204.163	0.000	0.000	0.000	34.4	76.5	99.5	119.7
6	204.179	0.000	0.000	0.000	25.9	59.9	112.0	118.7
7	216.326	0.000	0.000	0.000	34.4	76.3	99.3	119.4
8	223.546	0.000	0.000	0.000	34.2	76.1	99.0	118.8
9	223.552	0.000	0.000	0.000	22.3	66.9	91.2	113.1
10	235.178	0.000	0.000	0.000	34.6	76.7	100.2	121.5
11	235.183	0.000	0.000	0.000	15.9	59.6	83.1	105.0
12	235.193	0.000	0.000	0.000	31.7	64.7	116.0	125.8
13	242.780	0.000	0.000	0.000	33.9	75.8	98.6	118.1
14	254.596	0.000	0.000	0.000	34.1	75.9	98.6	118.4
15	262.858	0.000	0.000	0.000	31.3	65.8	96.1	114.5
16	276.619	0.000	0.000	0.000	34.4	76.3	99.2	119.3
17	287.911	0.000	0.000	0.000	34.0	76.1	98.7	118.3
18	296.576	0.000	0.000	0.000	34.1	76.1	98.8	118.4
19	307.493	0.000	0.000	0.000	34.3	76.3	99.1	119.3
20	316.930	0.000	0.000	0.000	34.2	76.2	98.8	119.0
21	328.451	0.000	0.000	0.000	64.6	73.4	96.2	113.2
22	328.455	0.000	0.000	0.000	22.4	63.4	86.3	108.6
23	328.460	0.000	0.000	0.000	24.3	67.1	90.2	111.5
24	340.602	0.000	0.000	0.000	16.7	57.0	80.9	99.1
25	358.549	0.000	0.000	0.000	34.3	76.4	99.1	119.6
26	368.917	0.000	0.000	0.000	34.4	76.5	99.6	120.6
27	380.111	0.000	0.000	0.000	34.1	76.2	98.6	118.7
28	392.455	0.000	0.000	0.000	34.2	76.2	98.8	119.1
29	407.202	0.000	0.000	0.000	34.6	76.8	100.5	123.8
30	418.104	0.000	0.000	0.000	33.6	74.7	97.8	117.0
31	438.116	0.000	0.000	0.000	34.6	76.7	101.1	128.1
32	438.125	0.000	0.000	0.000	38.3	72.3	120.6	134.3
33	438.128	0.000	0.000	0.000	23.0	12.3	2.1	222.2
34	449.718	0.000	0.000	0.000	34.2	76.2	98.9	118.8
35	456.720	0.000	0.000	0.000	34.1	76.0	98.6	118.3
36	465.066	0.000	0.000	0.000	34.1	76.2	98.9	118.7
37	471.458	0.000	0.000	0.000	34.4	76.4	99.3	119.6
38	479.865	0.000	0.000	0.000	34.0	76.0	98.7	118.0
39	488.389	0.000	0.000	0.000	33.5	74.1	98.0	116.7
40	496.736	0.000	0.000	0.000	33.7	75.4	98.3	117.3
41	506.268	0.000	0.000	0.000	34.2	76.4	99.3	119.5
42	515.428	0.000	0.000	0.000	33.9	76.1	98.7	118.1
43	522.788	0.000	0.000	0.000	34.5	76.7	100.0	120.7
44	522.829	0.000	0.000	0.000	26.4	60.1	109.1	118.6
45	531.759	0.000	0.000	0.000	34.5	76.6	100.0	120.8
46	531.774	0.000	0.000	0.000	37.4	67.7	118.3	131.5
47	537.986	0.000	0.000	0.000	33.2	73.5	97.8	116.3
48	551.307	0.000	0.000	0.000	34.6	76.7	100.7	123.3
49	551.317	0.000	0.000	0.000	46.0	76.5	127.6	140.1
50	551.320	0.000	0.000	0.000	122.1	133.6	89.4	242.7
51	560.710	0.000	0.000	0.000	34.4	76.4	99.4	119.2
52	568.551	0.000	0.000	0.000	34.0	76.0	98.9	118.2
53	579.944	0.000	0.000	0.000	34.5	76.6	99.9	120.2
