Event,Time
1,6.717
3,12.78
5,18.308
7,26.725
9,33.032
12,40.361
14,46.122
16,52.001
18,58.471
20,69.688
22,75.093
24,80.704
27,86.132
29,89.764
31,102.322
33,106.267
35,111.042
37,117.834
39,122.895
41,128.727
44,133.942
46,138.669
48,143.358
50,147.555
52,150.725
54,155.492
56,158.71
58,163.201
60,167.564
63,175.097
66,179.758
69,184.831
71,191.526
73,196.724
