Event No.	Time	X	Y	Z	Arr Time 1
1	0.083				52.9
2	34.846				24.6
3	35.945				24.5
4	53.081				102.1
5	59.211				102.3
6	65.197				102.3
7	72.340				102.3
8	106.082				102.3
9	112.088				101.8
10	126.330				93.3
11	131.071				34.8
12	141.320				102.2
13	145.584				102.0
14	149.877				101.9
15	154.489				100.2
16	159.139				91.9
17	164.096				92.5
18	169.515				93.0
19	173.743				102.2
20	177.667				102.3
21	183.110				92.9
22	188.255				100.3
