Event No.	Time	X	Y	Z	Arr Time 1
1	6.601				46.3
2	11.910				42.6
3	16.213				41.2
4	20.486				44.2
5	24.862				101.9
6	29.282				41.4
7	29.284				36.5
8	35.030				99.1
9	40.759				102.2
10	45.250				102.1
11	49.920				39.6
12	57.686				44.6
13	62.099				97.4
14	67.316				101.3
15	72.881				102.2
16	78.257				43.1
17	82.887				46.1
18	87.435				43.0
