Event No.	Time	X	Y	Z	Arr Time 1
1	0.084				32.3
2	8.604				34.8
3	52.990				102.3
4	53.164				34.6
5	65.416				101.6
6	73.682				43.0
7	102.539				45.4
8	108.276				45.4
9	114.454				43.2
10	120.537				42.6
11	125.486				45.6
12	130.962				101.7
13	137.025				42.9
14	142.181				45.4
15	148.023				42.8
16	315.059				45.8
17	320.301				46.4
18	325.869				71.9
19	325.872				21.6
20	330.525				47.1
