Event No.	Time	X	Y	Z	Arr Time 1
1	8.647				59.3
2	8.649				57.1
3	13.349				59.6
4	19.305				59.7
5	19.308				65.8
6	24.522				57.7
7	24.524				83.2
8	29.973				55.9
9	35.472				58.2
10	40.535				58.9
11	46.489				58.1
12	51.112				57.4
13	51.114				27.3
14	55.697				57.3
15	60.153				47.1
16	60.156				93.3
17	71.329				58.1
18	76.182				59.3
19	80.868				58.0
20	85.006				57.9
21	89.578				58.7
