Event No.	Time	X	Y	Z	Arr Time 1
1	13.386				41.2
2	78.666				99.6
3	83.698				94.0
4	89.170				94.3
5	94.502				80.8
6	99.093				100.5
7	105.352				94.3
8	115.386				99.8
9	119.733				94.2
10	124.575				100.0
11	128.822				94.1
12	133.292				94.1
13	137.600				99.7
14	143.071				94.2
15	147.917				94.2
16	152.504				94.3
17	156.545				81.5
18	162.269				81.9
19	167.196				100.2
