time,top_edge_sensor_1,top_edge_sensor_2,top_sensor_1,top_sensor_2,side_mid_sensor_1,side_mid_sensor_2,side_upper_sensor_1,side_upper_sensor_2
1.99893E-05,-1.19606E-08,-7.30697E-11,7.46076E-09,-3.94336E-11,-8.45621E-11,-1.34196E-11,-6.03138E-09,-5.42628E-11
2.00253E-05,-1.20355E-08,-7.45953E-11,7.44814E-09,-4.19689E-11,-1.07745E-10,-1.14911E-11,-6.0397E-09,-5.29098E-11
2.00613E-05,-1.20899E-08,-7.76114E-11,7.43467E-09,-4.39373E-11,-1.24744E-10,-1.15732E-11,-6.03687E-09,-5.07619E-11
2.00973E-05,-1.21167E-08,-8.19833E-11,7.41935E-09,-4.57107E-11,-1.32966E-10,-1.32363E-11,-6.02395E-09,-4.87876E-11
2.01333E-05,-1.211E-08,-8.73969E-11,7.40061E-09,-4.72332E-11,-1.33068E-10,-1.5972E-11,-6.00243E-09,-4.78625E-11
2.01692E-05,-1.20668E-08,-9.34254E-11,7.37625E-09,-4.82406E-11,-1.28154E-10,-1.93065E-11,-5.97401E-09,-4.84244E-11
2.02052E-05,-1.19877E-08,-9.95445E-11,7.34367E-09,-4.86488E-11,-1.22227E-10,-2.28479E-11,-5.94065E-09,-5.03492E-11
2.02412E-05,-1.18783E-08,-1.05123E-10,7.30028E-09,-4.88879E-11,-1.18603E-10,-2.62724E-11,-5.90468E-09,-5.30945E-11
2.02772E-05,-1.17486E-08,-1.09439E-10,7.24399E-09,-4.99658E-11,-1.18909E-10,-2.92827E-11,-5.86872E-09,-5.60274E-11
2.03132E-05,-1.16114E-08,-1.11775E-10,7.17357E-09,-5.31578E-11,-1.22952E-10,-3.15885E-11,-5.83534E-09,-5.87674E-11
2.03491E-05,-1.148E-08,-1.11596E-10,7.0888E-09,-5.94049E-11,-1.2936E-10,-3.29416E-11,-5.8064E-09,-6.13642E-11
2.03851E-05,-1.13657E-08,-1.08764E-10,6.99046E-09,-6.86687E-11,-1.36521E-10,-3.32265E-11,-5.78234E-09,-6.42116E-11
2.04211E-05,-1.12745E-08,-1.03698E-10,6.88016E-09,-7.95575E-11,-1.43333E-10,-3.25689E-11,-5.76174E-09,-6.77273E-11
2.04571E-05,-1.1207E-08,-9.73937E-11,6.76017E-09,-8.94665E-11,-1.49401E-10,-3.14002E-11,-5.74128E-09,-7.19565E-11
2.04931E-05,-1.1158E-08,-9.12324E-11,6.63314E-09,-9.52786E-11,-1.54694E-10,-3.04224E-11,-5.71645E-09,-7.63088E-11
2.0529E-05,-1.1118E-08,-8.66112E-11,6.50185E-09,-9.4426E-11,-1.58947E-10,-3.04528E-11,-5.68254E-09,-7.95973E-11
2.0565E-05,-1.1076E-08,-8.44934E-11,6.36879E-09,-8.59273E-11,-1.61254E-10,-3.218E-11,-5.63586E-09,-8.04156E-11
2.0601E-05,-1.10215E-08,-8.50301E-11,6.23577E-09,-7.09754E-11,-1.60172E-10,-3.59112E-11,-5.57467E-09,-7.77275E-11
2.0637E-05,-1.09458E-08,-8.74011E-11,6.10343E-09,-5.27883E-11,-1.54381E-10,-4.14075E-11,-5.49958E-09,-7.14216E-11
2.0673E-05,-1.08437E-08,-8.99593E-11,5.97101E-09,-3.57082E-11,-1.43613E-10,-4.7884E-11,-5.41335E-09,-6.2565E-11
2.07089E-05,-1.07128E-08,-9.06582E-11,5.83642E-09,-2.38375E-11,-1.29361E-10,-5.41929E-11,-5.32021E-09,-5.31915E-11
2.07449E-05,-1.05535E-08,-8.76401E-11,5.69672E-09,-1.97028E-11,-1.14954E-10,-5.91377E-11,-5.22493E-09,-4.56462E-11
2.07809E-05,-1.03687E-08,-7.9797E-11,5.54891E-09,-2.34522E-11,-1.04805E-10,-6.18127E-11,-5.13191E-09,-4.17061E-11
2.08169E-05,-1.01629E-08,-6.71176E-11,5.3908E-09,-3.29003E-11,-1.03038E-10,-6.1846E-11,-5.04453E-09,-4.18226E-11
2.08529E-05,-9.94267E-09,-5.07022E-11,5.22175E-09,-4.44058E-11,-1.12E-10,-5.94593E-11,-4.96476E-09,-4.48116E-11
2.08888E-05,-9.71569E-09,-3.24409E-11,5.04295E-09,-5.42362E-11,-1.31232E-10,-5.53318E-11,-4.89289E-09,-4.81667E-11
2.09248E-05,-9.49026E-09,-1.44644E-11,4.85711E-09,-5.98755E-11,-1.57355E-10,-5.03308E-11,-4.82756E-09,-4.89223E-11
2.09608E-05,-9.27421E-09,1.44559E-12,4.66766E-09,-6.07577E-11,-1.8492E-10,-4.52269E-11,-4.7658E-09,-4.47633E-11
2.09968E-05,-9.07366E-09,1.42944E-11,4.47774E-09,-5.8148E-11,-2.07938E-10,-4.05092E-11,-4.70328E-09,-3.49524E-11
2.10328E-05,-8.89185E-09,2.40279E-11,4.2892E-09,-5.42573E-11,-2.21528E-10,-3.63703E-11,-4.63491E-09,-2.06975E-11
2.10687E-05,-8.72851E-09,3.13767E-11,4.10207E-09,-5.0998E-11,-2.23107E-10,-3.28444E-11,-4.55569E-09,-4.78633E-12
2.11047E-05,-8.57987E-09,3.74755E-11,3.91444E-09,-4.89472E-11,-2.12768E-10,-3.00129E-11,-4.46185E-09,9.39173E-12
2.11407E-05,-8.43939E-09,4.3415E-11,3.72291E-09,-4.69866E-11,-1.92839E-10,-2.81545E-11,-4.3519E-09,1.90641E-11
2.11767E-05,-8.29897E-09,4.98941E-11,3.52335E-09,-4.27959E-11,-1.66917E-10,-2.77448E-11,-4.22739E-09,2.30551E-11
2.12127E-05,-8.15023E-09,5.70848E-11,3.3118E-09,-3.39927E-11,-1.38832E-10,-2.92862E-11,-4.09282E-09,2.21369E-11
2.12486E-05,-7.98573E-09,6.47324E-11,3.08529E-09,-1.94184E-11,-1.11942E-10,-3.30364E-11,-3.95479E-09,1.86155E-11
2.12846E-05,-7.79978E-09,7.24209E-11,2.8424E-09,1.45439E-14,-8.89023E-11,-3.87694E-11,-3.82046E-09,1.5332E-11
2.13206E-05,-7.58891E-09,7.9877E-11,2.58362E-09,2.13205E-11,-7.1801E-11,-4.57036E-11,-3.69574E-09,1.45005E-11
2.13566E-05,-7.35225E-09,8.71809E-11,2.31137E-09,4.03364E-11,-6.23639E-11,-5.2666E-11,-3.58383E-09,1.68729E-11
2.13925E-05,-7.09163E-09,9.48007E-11,2.02987E-09,5.31722E-11,-6.19277E-11,-5.84557E-11,-3.48452E-09,2.15772E-11
2.14285E-05,-6.81168E-09,1.0344E-10,1.74459E-09,5.76268E-11,-7.10595E-11,-6.22674E-11,-3.39443E-09,2.66843E-11
2.14645E-05,-6.51963E-09,1.13756E-10,1.46156E-09,5.39776E-11,-8.89574E-11,-6.39918E-11,-3.30818E-09,3.02405E-11
2.15005E-05,-6.22471E-09,1.26056E-10,1.18632E-09,4.48113E-11,-1.12967E-10,-6.42408E-11,-3.21991E-09,3.12978E-11
2.15365E-05,-5.93704E-09,1.40072E-10,9.22954E-10,3.39634E-11,-1.38585E-10,-6.40592E-11,-3.12471E-09,3.04713E-11
2.15724E-05,-5.66595E-09,1.54892E-10,6.73156E-10,2.5016E-11,-1.60161E-10,-6.44225E-11,-3.01955E-09,2.97545E-11
2.16084E-05,-5.41832E-09,1.69073E-10,4.35764E-10,1.99833E-11,-1.72197E-10,-6.57258E-11,-2.90345E-09,3.16513E-11
2.16444E-05,-5.19708E-09,1.80913E-10,2.06854E-10,1.87295E-11,-1.7086E-10,-6.74976E-11,-2.77711E-09,3.79856E-11
2.16804E-05,-5.0005E-09,1.88806E-10,-1.95628E-11,1.93299E-11,-1.55154E-10,-6.8491E-11,-2.64224E-09,4.89074E-11
2.17163E-05,-4.82246E-09,1.916E-10,-2.50408E-10,1.9176E-11,-1.27288E-10,-6.71542E-11,-2.50097E-09,6.25421E-11
2.17523E-05,-4.65367E-09,1.88869E-10,-4.92257E-10,1.6291E-11,-9.20381E-11,-6.23115E-11,-2.35559E-09,7.54671E-11
2.17883E-05,-4.48349E-09,1.81021E-10,-7.50248E-10,1.02429E-11,-5.53186E-11,-5.37844E-11,-2.20852E-09,8.38516E-11
2.18243E-05,-4.30183E-09,1.69212E-10,-1.02742E-09,2.23732E-12,-2.24544E-11,-4.26809E-11,-2.06245E-09,8.48085E-11
2.18603E-05,-4.10066E-09,1.5506E-10,-1.32454E-09,-5.64171E-12,3.20657E-12,-3.12065E-11,-1.92037E-09,7.74159E-11
2.18962E-05,-3.87492E-09,1.40233E-10,-1.64031E-09,-1.1662E-11,2.08616E-11,-2.20371E-11,-1.78518E-09,6.30004E-11
2.19322E-05,-3.62271E-09,1.25999E-10,-1.97179E-09,-1.55305E-11,3.18561E-11,-1.74816E-11,-1.65909E-09,4.45861E-11
2.19682E-05,-3.34509E-09,1.12878E-10,-2.31474E-09,-1.87701E-11,3.85665E-11,-1.87517E-11,-1.5429E-09,2.57639E-11
2.20042E-05,-3.0458E-09,1.00521E-10,-2.66396E-09,-2.41334E-11,4.30866E-11,-2.56207E-11,-1.43548E-09,9.46799E-12
2.20401E-05,-2.73092E-09,8.78772E-11,-3.01353E-09,-3.42524E-11,4.62933E-11,-3.65939E-11,-1.33378E-09,-2.83089E-12
2.20761E-05,-2.40866E-09,7.36462E-11,-3.35728E-09,-5.01021E-11,4.76701E-11,-4.94999E-11,-1.23343E-09,-1.12149E-11
2.21121E-05,-2.0889E-09,5.69007E-11,-3.68938E-09,-6.99858E-11,4.59194E-11,-6.22398E-11,-1.12974E-09,-1.67221E-11
2.21481E-05,-1.7824E-09,3.77016E-11,-4.00534E-09,-8.95592E-11,4.00419E-11,-7.33708E-11,-1.0189E-09,-2.04038E-11
2.21841E-05,-1.49941E-09,1.74989E-11,-4.30299E-09,-1.02978E-10,3.03577E-11,-8.22887E-11,-8.98811E-10,-2.25236E-11
2.222E-05,-1.2479E-09,-8.39145E-13,-4.58319E-09,-1.04754E-10,1.89757E-11,-8.89669E-11,-7.69428E-10,-2.22936E-11
2.2256E-05,-1.03176E-09,-1.34159E-11,-4.84997E-09,-9.1567E-11,9.46089E-12,-9.34266E-11,-6.32469E-10,-1.82695E-11
2.2292E-05,-8.49533E-10,-1.60297E-11,-5.10996E-09,-6.32698E-11,5.79817E-12,-9.52477E-11,-4.90712E-10,-9.18335E-12
2.2328E-05,-6.94058E-10,-5.02706E-12,-5.37098E-09,-2.26303E-11,1.10586E-11,-9.34231E-11,-3.47196E-10,5.23473E-12
2.23639E-05,-5.53451E-10,2.19638E-11,-5.64045E-09,2.61069E-11,2.62973E-11,-8.66969E-11,-2.04645E-10,2.39154E-11
2.23999E-05,-4.13102E-10,6.56324E-11,-5.92382E-09,7.92482E-11,5.01182E-11,-7.42882E-11,-6.52627E-11,4.48367E-11
2.24359E-05,-2.58343E-10,1.25014E-10,-6.22371E-09,1.35403E-10,7.90588E-11,-5.6686E-11,6.91302E-11,6.60293E-11
2.24719E-05,-7.71047E-11,1.9789E-10,-6.53984E-09,1.9619E-10,1.0862E-10,-3.61132E-11,1.9686E-10,8.67604E-11
2.25079E-05,1.38034E-10,2.81386E-10,-6.8697E-09,2.65556E-10,1.34516E-10,-1.63551E-11,3.16299E-10,1.08312E-10
2.25438E-05,3.88797E-10,3.72533E-10,-7.20971E-09,3.47939E-10,1.53658E-10,-1.89379E-12,4.26059E-10,1.33897E-10
2.25798E-05,6.71235E-10,4.68616E-10,-7.55628E-09,4.46034E-10,1.6455E-10,3.41086E-12,5.25452E-10,1.67596E-10
2.26158E-05,9.76642E-10,5.67247E-10,-7.90637E-09,5.59053E-10,1.67038E-10,-2.37151E-12,6.15005E-10,2.12663E-10
2.26518E-05,1.29301E-09,6.66218E-10,-8.25753E-09,6.82236E-10,1.61657E-10,-1.84535E-11,6.9676E-10,2.69819E-10
2.26877E-05,1.60672E-09,7.63314E-10,-8.60749E-09,8.07811E-10,1.48962E-10,-4.14004E-11,7.74136E-10,3.3627E-10
2.27237E-05,1.90419E-09,8.56226E-10,-8.95365E-09,9.27042E-10,1.2923E-10,-6.60799E-11,8.51337E-10,4.05905E-10
2.27597E-05,2.17346E-09,9.42648E-10,-9.2929E-09,1.03256E-09,1.02671E-10,-8.71713E-11,9.32458E-10,4.70689E-10
2.27957E-05,2.4057E-09,1.0205E-09,-9.62192E-09,1.12005E-09,7.00412E-11,-1.00693E-10,1.02061E-09,5.22783E-10
2.28316E-05,2.59643E-09,1.0881E-09,-9.93799E-09,1.18876E-09,3.33168E-11,-1.04998E-10,1.11732E-09,5.56617E-10
2.28676E-05,2.74651E-09,1.14412E-09,-1.02399E-08,1.24063E-09,-3.98493E-12,-1.00909E-10,1.22249E-09,5.70165E-10
2.29036E-05,2.86244E-09,1.18718E-09,-1.05284E-08,1.27862E-09,-3.71078E-11,-9.10065E-11,1.33468E-09,5.64958E-10
2.29396E-05,2.95588E-09,1.21521E-09,-1.08066E-08,1.30496E-09,-6.0997E-11,-7.84253E-11,1.45174E-09,5.44924E-10
2.29755E-05,3.04207E-09,1.22477E-09,-1.10789E-08,1.32009E-09,-7.16035E-11,-6.56806E-11,1.57135E-09,5.14553E-10
2.30115E-05,3.13763E-09,1.21072E-09,-1.13501E-08,1.32272E-09,-6.71019E-11,-5.40139E-11,1.69129E-09,4.77168E-10
2.30475E-05,3.25775E-09,1.1665E-09,-1.16245E-08,1.31082E-09,-4.8574E-11,-4.34714E-11,1.80937E-09,4.33964E-10
2.30835E-05,3.41363E-09,1.0851E-09,-1.19047E-08,1.283E-09,-1.98968E-11,-3.3593E-11,1.92326E-09,3.84104E-10
2.31194E-05,3.61067E-09,9.6069E-10,-1.21921E-08,1.23958E-09,1.3139E-11,-2.43067E-11,2.03029E-09,3.25703E-10
2.31554E-05,3.84765E-09,7.90337E-10,-1.2487E-08,1.18275E-09,4.41829E-11,-1.65319E-11,2.12763E-09,2.57112E-10
2.31914E-05,4.11722E-09,5.75355E-10,-1.27892E-08,1.11569E-09,6.77118E-11,-1.21418E-11,2.21285E-09,1.77872E-10
2.32274E-05,4.40734E-09,3.21802E-10,-1.30991E-08,1.04113E-09,8.00406E-11,-1.32481E-11,2.2848E-09,8.88778E-11
2.32634E-05,4.70329E-09,3.98689E-11,-1.3417E-08,9.59915E-10,7.97292E-11,-2.1109E-11,2.34436E-09,-8.2705E-12
2.32993E-05,4.98989E-09,-2.57699E-10,-1.3743E-08,8.70398E-10,6.74059E-11,-3.51755E-11,2.395E-09,-1.12307E-10
2.33353E-05,5.25348E-09,-5.57729E-10,-1.40763E-08,7.69038E-10,4.52239E-11,-5.27678E-11,2.44251E-09,-2.23117E-10
2.33713E-05,5.48357E-09,-8.48707E-10,-1.4414E-08,6.52002E-10,1.62466E-11,-6.9624E-11,2.4941E-09,-3.41784E-10
2.34073E-05,5.67398E-09,-1.12225E-09,-1.47515E-08,5.17223E-10,-1.60113E-11,-8.11884E-11,2.55696E-09,-4.69704E-10
2.34432E-05,5.82351E-09,-1.3737E-09,-1.50827E-08,3.66071E-10,-4.78218E-11,-8.41678E-11,2.63671E-09,-6.07089E-10
2.34792E-05,5.9362E-09,-1.60177E-09,-1.5401E-08,2.03904E-10,-7.53611E-11,-7.77383E-11,2.73612E-09,-7.51523E-10
2.35152E-05,6.02092E-09,-1.80766E-09,-1.57013E-08,3.92308E-11,-9.48963E-11,-6.38985E-11,2.85446E-09,-8.9735E-10
2.35512E-05,6.09031E-09,-1.99396E-09,-1.59808E-08,-1.1829E-10,-1.03188E-10,-4.67989E-11,2.98767E-09,-1.03633E-09
2.35871E-05,6.15912E-09,-2.1638E-09,-1.62397E-08,-2.60286E-10,-9.81122E-11,-3.12893E-11,3.12911E-09,-1.15953E-09
2.36231E-05,6.24192E-09,-2.3204E-09,-1.64814E-08,-3.81713E-10,-7.93395E-11,-2.12454E-11,3.27075E-09,-1.25982E-09
2.36591E-05,6.35074E-09,-2.46691E-09,-1.67113E-08,-4.81809E-10,-4.87784E-11,-1.83205E-11,3.40438E-09,-1.33409E-09
2.36951E-05,6.49304E-09,-2.60641E-09,-1.69358E-08,-5.63722E-10,-1.0537E-11,-2.15888E-11,3.52278E-09,-1.38432E-09
2.3731E-05,6.67049E-09,-2.7416E-09,-1.71613E-08,-6.33074E-10,2.97127E-11,-2.81739E-11,3.62049E-09,-1.41698E-09
2.3767E-05,6.87884E-09,-2.87436E-09,-1.73933E-08,-6.96059E-10,6.5844E-11,-3.45553E-11,3.69442E-09,-1.4411E-09
2.3803E-05,7.10898E-09,-3.00501E-09,-1.76357E-08,-7.57798E-10,9.2541E-11,-3.7986E-11,3.74425E-09,-1.4655E-09
2.3839E-05,7.34885E-09,-3.13181E-09,-1.78913E-08,-8.21444E-10,1.06325E-10,-3.74391E-11,3.77262E-09,-1.49637E-09
2.38749E-05,7.58561E-09,-3.25087E-09,-1.81605E-08,-8.88169E-10,1.06028E-10,-3.37365E-11,3.78505E-09,-1.53591E-09
2.39109E-05,7.80775E-09,-3.35676E-09,-1.84424E-08,-9.57797E-10,9.2631E-11,-2.88806E-11,3.78954E-09,-1.58248E-09
2.39469E-05,8.00647E-09,-3.44386E-09,-1.87337E-08,-1.02962E-09,6.86057E-11,-2.49528E-11,3.79569E-09,-1.63198E-09
2.39829E-05,8.17642E-09,-3.50788E-09,-1.90296E-08,-1.10293E-09,3.71067E-11,-2.31092E-11,3.81334E-09,-1.67978E-09
2.40188E-05,8.31569E-09,-3.54727E-09,-1.93236E-08,-1.17709E-09,1.35369E-12,-2.31253E-11,3.85095E-09,-1.7223E-09
2.40548E-05,8.42552E-09,-3.56378E-09,-1.96091E-08,-1.25114E-09,-3.55925E-11,-2.36654E-11,3.91397E-09,-1.75765E-09
2.40908E-05,8.50981E-09,-3.56212E-09,-1.98806E-08,-1.32328E-09,-7.06892E-11,-2.3107E-11,4.00366E-09,-1.78523E-09
2.41268E-05,8.57468E-09,-3.54854E-09,-2.01347E-08,-1.39065E-09,-1.00653E-10,-2.04964E-11,4.11665E-09,-1.80458E-09
2.41627E-05,8.62799E-09,-3.52897E-09,-2.03709E-08,-1.44959E-09,-1.2191E-10,-1.6158E-11,4.24541E-09,-1.81431E-09
2.41987E-05,8.67874E-09,-3.50712E-09,-2.05918E-08,-1.49636E-09,-1.30982E-10,-1.16517E-11,4.37967E-09,-1.8117E-09
2.42347E-05,8.73619E-09,-3.48324E-09,-2.08019E-08,-1.52821E-09,-1.2532E-10,-9.08304E-12,4.50821E-09,-1.79331E-09
2.42707E-05,8.80872E-09,-3.45389E-09,-2.10059E-08,-1.54426E-09,-1.04312E-10,-1.00761E-11,4.62097E-09,-1.75634E-09
2.43066E-05,8.90255E-09,-3.41267E-09,-2.12076E-08,-1.54596E-09,-7.0042E-11,-1.48825E-11,4.71062E-09,-1.70014E-09
2.43426E-05,9.0207E-09,-3.35177E-09,-2.14088E-08,-1.53685E-09,-2.73883E-11,-2.2044E-11,4.77356E-09,-1.62714E-09
2.43786E-05,9.1624E-09,-3.26367E-09,-2.16092E-08,-1.52177E-09,1.67354E-11,-2.87853E-11,4.81022E-09,-1.54251E-09
2.44146E-05,9.32332E-09,-3.14271E-09,-2.18074E-08,-1.50572E-09,5.48644E-11,-3.19927E-11,4.82451E-09,-1.45277E-09
2.44505E-05,9.49638E-09,-2.98609E-09,-2.20021E-08,-1.49271E-09,8.0757E-11,-2.93806E-11,4.82301E-09,-1.36365E-09
2.44865E-05,9.67311E-09,-2.7943E-09,-2.21932E-08,-1.48503E-09,9.08739E-11,-2.03725E-11,4.81388E-09,-1.27816E-09
2.45225E-05,9.8451E-09,-2.57098E-09,-2.23825E-08,-1.48294E-09,8.50648E-11,-6.35181E-12,4.80578E-09,-1.1956E-09
2.45585E-05,1.00052E-08,-2.32246E-09,-2.2573E-08,-1.48493E-09,6.62468E-11,9.79376E-12,4.80699E-09,-1.11207E-09
2.45944E-05,1.0148E-08,-2.0571E-09,-2.27678E-08,-1.48828E-09,3.92383E-11,2.46193E-11,4.82443E-09,-1.02218E-09
2.46304E-05,1.02705E-08,-1.78437E-09,-2.2969E-08,-1.4899E-09,9.21922E-12,3.51714E-11,4.86293E-09,-9.21315E-10
2.46664E-05,1.03714E-08,-1.51386E-09,-2.31766E-08,-1.48703E-09,-1.9598E-11,3.97463E-11,4.92448E-09,-8.07672E-10
2.47024E-05,1.0451E-08,-1.25407E-09,-2.3388E-08,-1.47784E-09,-4.46332E-11,3.81298E-11,5.00766E-09,-6.8307E-10
2.47383E-05,1.05112E-08,-1.01109E-09,-2.35992E-08,-1.4618E-09,-6.48011E-11,3.13365E-11,5.10757E-09,-5.52396E-10
2.47743E-05,1.05551E-08,-7.87549E-10,-2.3806E-08,-1.43964E-09,-7.97917E-11,2.10656E-11,5.21621E-09,-4.21849E-10
2.48103E-05,1.0587E-08,-5.8201E-10,-2.40047E-08,-1.41309E-09,-8.92323E-11,9.16876E-12,5.32364E-09,-2.96739E-10
2.48462E-05,1.06127E-08,-3.891E-10,-2.41937E-08,-1.38433E-09,-9.22149E-11,-2.65335E-12,5.41952E-09,-1.79696E-10
2.48822E-05,1.06383E-08,-2.00555E-10,-2.43728E-08,-1.35534E-09,-8.74641E-11,-1.2881E-11,5.49509E-09,-6.99539E-11
2.49182E-05,1.06705E-08,-6.92456E-12,-2.45427E-08,-1.32722E-09,-7.40817E-11,-2.0061E-11,5.54485E-09,3.61077E-11
2.49542E-05,1.0715E-08,2.00434E-10,-2.47038E-08,-1.29984E-09,-5.24924E-11,-2.2759E-11,5.56768E-09,1.43464E-10
2.49901E-05,1.0776E-08,4.2761E-10,-2.48558E-08,-1.27197E-09,-2.50802E-11,-1.97371E-11,5.56705E-09,2.56652E-10
2.50261E-05,1.08556E-08,6.77086E-10,-2.49972E-08,-1.24175E-09,3.88583E-12,-1.03633E-11,5.5503E-09,3.78377E-10
2.50621E-05,1.09534E-08,9.47614E-10,-2.51264E-08,-1.20764E-09,2.91336E-11,4.9139E-12,5.52701E-09,5.08965E-10
2.50981E-05,1.10664E-08,1.23493E-09,-2.52426E-08,-1.16929E-09,4.58056E-11,2.42839E-11,5.50707E-09,6.46715E-10
2.5134E-05,1.119E-08,1.53298E-09,-2.53469E-08,-1.12811E-09,5.0883E-11,4.47054E-11,5.49884E-09,7.88812E-10
2.517E-05,1.1318E-08,1.83516E-09,-2.5443E-08,-1.0872E-09,4.4055E-11,6.25045E-11,5.50777E-09,9.32317E-10
2.5206E-05,1.14435E-08,2.13534E-09,-2.55366E-08,-1.05056E-09,2.76902E-11,7.42837E-11,5.53582E-09,1.07479E-09
2.5242E-05,1.15596E-08,2.42823E-09,-2.56343E-08,-1.0218E-09,5.93212E-12,7.78307E-11,5.58162E-09,1.2144E-09
2.52779E-05,1.16598E-08,2.70954E-09,-2.57419E-08,-1.00281E-09,-1.66973E-11,7.26913E-11,5.64122E-09,1.34961E-09
2.53139E-05,1.17392E-08,2.97581E-09,-2.58631E-08,-9.92933E-10,-3.66193E-11,6.02041E-11,5.70911E-09,1.47886E-09
2.53499E-05,1.17947E-08,3.22443E-09,-2.59986E-08,-9.88945E-10,-5.19387E-11,4.30115E-11,5.77928E-09,1.60044E-09
2.53859E-05,1.18257E-08,3.45377E-09,-2.61461E-08,-9.85994E-10,-6.23808E-11,2.42735E-11,5.846E-09,1.71282E-09
2.54218E-05,1.18347E-08,3.66356E-09,-2.63012E-08,-9.79113E-10,-6.8571E-11,6.91032E-12,5.90439E-09,1.81514E-09
2.54578E-05,1.18269E-08,3.85503E-09,-2.64582E-08,-9.64791E-10,-7.10916E-11,-6.85366E-12,5.95086E-09,1.90781E-09
2.54938E-05,1.18099E-08,4.03082E-09,-2.66113E-08,-9.41999E-10,-6.98252E-11,-1.5556E-11,5.98328E-09,1.99258E-09
2.55298E-05,1.17923E-08,4.19441E-09,-2.67556E-08,-9.12268E-10,-6.3928E-11,-1.82921E-11,6.00127E-09,2.07216E-09
2.55657E-05,1.17822E-08,4.34925E-09,-2.68871E-08,-8.78829E-10,-5.24475E-11,-1.44962E-11,6.00623E-09,2.14939E-09
2.56017E-05,1.17865E-08,4.49777E-09,-2.70024E-08,-8.45183E-10,-3.52669E-11,-3.94831E-12,6.00125E-09,2.2263E-09
2.56377E-05,1.18096E-08,4.64086E-09,-2.70993E-08,-8.13716E-10,-1.38774E-11,1.29149E-11,5.99078E-09,2.30343E-09
2.56737E-05,1.18527E-08,4.77789E-09,-2.71762E-08,-7.84954E-10,8.46538E-12,3.45287E-11,5.97987E-09,2.37978E-09
2.57096E-05,1.19146E-08,4.90735E-09,-2.72325E-08,-7.57727E-10,2.73714E-11,5.78811E-11,5.9733E-09,2.45332E-09
2.57456E-05,1.19917E-08,5.02789E-09,-2.72692E-08,-7.30154E-10,3.85457E-11,7.8671E-11,5.97465E-09,2.52189E-09
2.57816E-05,1.20787E-08,5.13923E-09,-2.72888E-08,-7.00949E-10,3.91463E-11,9.20982E-11,5.98562E-09,2.58404E-09
2.58176E-05,1.21695E-08,5.24255E-09,-2.7296E-08,-6.70432E-10,2.87266E-11,9.41532E-11,6.0058E-09,2.63943E-09
2.58535E-05,1.22576E-08,5.34013E-09,-2.7297E-08,-6.40747E-10,9.38511E-12,8.29961E-11,6.03294E-09,2.6886E-09
2.58895E-05,1.23366E-08,5.43432E-09,-2.72993E-08,-6.15143E-10,-1.49192E-11,5.9885E-11,6.06367E-09,2.73242E-09
2.59255E-05,1.24005E-08,5.52627E-09,-2.73106E-08,-5.96608E-10,-3.95834E-11,2.9217E-11,6.09436E-09,2.77125E-09
2.59614E-05,1.2445E-08,5.61486E-09,-2.7338E-08,-5.86451E-10,-6.06052E-11,-2.45736E-12,6.12196E-09,2.80452E-09
2.59974E-05,1.24672E-08,5.69643E-09,-2.73868E-08,-5.83444E-10,-7.53852E-11,-2.81877E-11,6.14446E-09,2.83081E-09
2.60334E-05,1.2467E-08,5.7653E-09,-2.74598E-08,-5.83939E-10,-8.28598E-11,-4.2574E-11,6.16101E-09,2.84844E-09
2.60694E-05,1.24468E-08,5.81507E-09,-2.75564E-08,-5.82941E-10,-8.30663E-11,-4.32419E-11,6.17177E-09,2.85631E-09
2.61053E-05,1.24118E-08,5.84021E-09,-2.76721E-08,-5.75707E-10,-7.65004E-11,-3.13394E-11,6.17749E-09,2.8545E-09
2.61413E-05,1.23691E-08,5.83734E-09,-2.77989E-08,-5.59244E-10,-6.36859E-11,-1.09195E-11,6.17929E-09,2.84444E-09
2.61773E-05,1.23267E-08,5.80595E-09,-2.7925E-08,-5.33113E-10,-4.52164E-11,1.25092E-11,6.17846E-09,2.8284E-09
2.62132E-05,1.22923E-08,5.74828E-09,-2.80371E-08,-4.99246E-10,-2.22268E-11,3.3686E-11,6.17652E-09,2.80857E-09
2.62492E-05,1.22719E-08,5.6687E-09,-2.81217E-08,-4.60932E-10,3.02584E-12,4.89325E-11,6.1752E-09,2.78622E-09
2.62852E-05,1.22691E-08,5.57272E-09,-2.81677E-08,-4.21433E-10,2.69143E-11,5.67022E-11,6.17635E-09,2.7612E-09
2.63212E-05,1.22846E-08,5.46621E-09,-2.8169E-08,-3.82829E-10,4.4852E-11,5.72884E-11,6.1816E-09,2.73213E-09
2.63571E-05,1.23164E-08,5.35478E-09,-2.81258E-08,-3.45549E-10,5.23829E-11,5.19955E-11,6.19184E-09,2.69721E-09
2.63931E-05,1.23604E-08,5.24345E-09,-2.80456E-08,-3.08719E-10,4.66218E-11,4.22593E-11,6.20669E-09,2.65513E-09
2.64291E-05,1.24112E-08,5.13638E-09,-2.7942E-08,-2.71058E-10,2.74845E-11,2.91552E-11,6.22424E-09,2.60588E-09
2.64651E-05,1.24629E-08,5.03649E-09,-2.78328E-08,-2.31869E-10,-1.84178E-12,1.34765E-11,6.24117E-09,2.5508E-09
2.6501E-05,1.25097E-08,4.94484E-09,-2.77363E-08,-1.9162E-10,-3.54735E-11,-3.763E-12,6.25349E-09,2.49209E-09
