Event No.	Time	X	Y	Z	Arr Time 1	Arr Time 2	Arr Time 3	Arr Time 4
1	0.081	0.000	0.000	0.000	372.0	397.8	301.9	30.6
2	9.643	0.000	0.000	0.000	77.5	58.1	129.8	327.4
3	16.406	0.000	0.000	0.000	77.6	58.1	132.5	58.3
4	21.727	0.000	0.000	0.000	76.9	58.1	134.2	398.2
5	21.834	0.000	0.000	0.000	154.3	27.2	148.9	181.7
6	29.998	0.000	0.000	0.000	77.7	57.8	132.8	58.3
7	47.515	0.000	0.000	0.000	78.2	56.1	134.1	175.7
8	51.783	0.000	0.000	0.000	78.8	58.2	133.9	327.2
9	56.281	0.000	0.000	0.000	78.8	58.4	133.6	59.3
10	61.282	0.000	0.000	0.000	78.0	57.7	132.9	58.7
11	67.493	0.000	0.000	0.000	78.1	59.0	133.1	58.9
12	76.712	0.000	0.000	0.000	78.2	59.0	133.1	58.9
13	83.999	0.000	0.000	0.000	78.1	59.1	133.0	58.8
14	88.703	0.000	0.000	0.000	78.7	58.9	133.4	59.1
15	93.191	0.000	0.000	0.000	78.6	58.6	133.4	59.1
16	98.687	0.000	0.000	0.000	77.9	57.7	132.8	58.6
17	102.957	0.000	0.000	0.000	77.7	59.1	133.2	58.6
18	108.029	0.000	0.000	0.000	78.8	58.6	133.5	59.2
19	115.077	0.000	0.000	0.000	77.2	59.2	132.9	58.4
20	119.623	0.000	0.000	0.000	77.9	170.5	96.9	174.1
21	128.217	0.000	0.000	0.000	78.0	56.5	133.8	175.9
22	132.923	0.000	0.000	0.000	77.8	57.8	132.8	58.5
23	138.166	0.000	0.000	0.000	77.9	57.6	133.0	58.7
24	145.084	0.000	0.000	0.000	77.8	57.6	133.0	58.7
25	151.247	0.000	0.000	0.000	78.0	57.7	133.0	58.7
26	157.059	0.000	0.000	0.000	77.9	57.8	132.9	58.6
27	163.055	0.000	0.000	0.000	78.0	56.2	133.8	175.8
28	167.587	0.000	0.000	0.000	77.9	57.7	132.8	58.5
29	174.691	0.000	0.000	0.000	78.7	58.5	133.6	59.3
30	182.225	0.000	0.000	0.000	77.9	57.7	133.0	58.6
31	189.160	0.000	0.000	0.000	77.7	57.4	133.1	326.4
32	286.218	0.000	0.000	0.000	77.9	57.6	133.1	58.7
33	302.665	0.000	0.000	0.000	78.0	57.3	133.4	326.3
34	308.643	0.000	0.000	0.000	77.9	57.9	132.7	58.4
35	316.641	0.000	0.000	0.000	78.5	59.0	133.2	59.0
36	321.881	0.000	0.000	0.000	78.1	57.4	133.2	326.4
37	325.595	0.000	0.000	0.000	77.9	57.5	133.1	326.4
38	333.337	0.000	0.000	0.000	77.7	58.9	132.8	58.6
39	340.279	0.000	0.000	0.000	78.2	58.9	133.0	58.8
40	346.323	0.000	0.000	0.000	78.4	58.8	133.1	58.9
41	361.455	0.000	0.000	0.000	78.0	59.1	133.1	58.8
42	369.746	0.000	0.000	0.000	77.9	57.8	129.2	280.1
43	376.349	0.000	0.000	0.000	78.0	57.5	133.2	58.8
44	382.327	0.000	0.000	0.000	78.5	58.9	133.3	59.0
45	400.801	0.000	0.000	0.000	78.0	55.7	134.1	175.6
46	407.299	0.000	0.000	0.000	78.2	57.3	133.3	326.4
47	413.999	0.000	0.000	0.000	78.9	58.2	133.9	327.1
48	420.762	0.000	0.000	0.000	78.3	56.4	133.9	175.9
49	428.772	0.000	0.000	0.000	78.1	57.6	133.1	326.5
50	436.219	0.000	0.000	0.000	78.6	58.7	133.3	59.0
