Event,Time
2,9.384
4,15.167
5,24.751
7,30.329
9,39.284
11,45.935
13,51.3
15,56.842
17,62.088
19,67.605
21,82.922
23,88.586
25,93.491
27,99.55
30,104.232
33,108.784
35,113.186
37,116.97
39,120.177
42,124.378
45,128.624
47,132.741
49,137.109
51,160.106
53,164.931
55,175.368
57,179.219
59,182.883
61,187.708
63,192.12
67,200.794
69,204.982
71,241.041
73,245.456
75,251.082
77,256.422
