Event,Time
2,6.916
4,12.3
6,23.738
8,28.709
10,33.526
12,36.529
15,40.75
17,44.876
19,49.427
21,53.347
23,58.927
26,64.733
28,69.839
30,73.751
32,77.943
34,86.23
37,91.253
39,95.809
41,98.992
43,103.301
45,107.032
47,111.614
49,114.825
51,118.963
53,122.27
55,125.991
57,130.673
59,136.141
61,140.809
63,148.674
65,152.593
67,157.048
69,164.909
71,169.284
73,174.105
75,178.477
77,182.146
